invoiceId,invoiceAmount,invoicePaidAmount,invoiceBalance,invoiceDiscountRate,invoiceDiscountAmount,invoiceProfit
8331,280,280,0,0,5,33.5
8332,77,77,0,0,0,6.68
8333,80,80,0,0,4,7.64
8334,60,60,0,0,3.48,4.96
8335,500,500,0,5,30.4,38.69
8336,460,460,0,0,20.6,41.6
8337,1810.47,1810.47,0,5,95.29,154.222
8338,130,130,0,0,0,17.5
8339,410,410,0,5,22,34
8340,837.71,837.71,0,5,44.09,71
8341,130,130,0,5,8,10
8342,105,105,0,0,0.48,13.48
8343,105,105,0,0,2.5,11.6
8344,4298.66,0,4298.66,3,132.95,528.6717
8345,60,60,0,0,0,8
8346,250.23,250.23,0,5,13.17,24.73
8347,644.67,644.67,0,5,33.93,54.51
8348,220,220,0,0,5,28.75
8349,640.3,640.3,0,5,33.7,54.18
8350,28.7,28.7,0,0,0,3.7
8351,290,290,0,0,7.5,31.2
8352,87,87,0,0,0,29.7
8353,150.39,150.39,0,5,7.92,12.745
8354,195,0,195,0,0,25.5
8355,180,180,0,0,5,19.15
8356,30,30,0,0,0,4.25
8357,600,600,0,0,15,34.2
8358,360,360,0,0,6,39.51
8359,66.44,0,66.44,0,0,7.84
8360,50,50,0,0,2.2,4.6
8361,45,45,0,0,0,5.85
8362,220,220,0,0,1.61,27.97
8363,600,600,0,0,15,34.2
8364,518,518,0,0,13,62.01
8365,49.88,49.88,0,5,2.63,3.925
8366,100,100,0,0,8.08,5.22
8367,500,500,0,0,12.5,55.8
8368,410,410,0,0,16.42,40.2
8369,397.8,397.8,0,0,0,49.6
8370,180,180,0,0,1.9,22.11
8371,240,240,0,4,10,52.5
8372,243.2,243.2,0,5,12.8,23.2
8373,70,70,0,0,2.04,6.58
8374,1557.9,1557.9,0,3.5,56.5,109.846
8375,480,480,0,5,26.16,37.962
8376,98,98,0,0,0,12.88
8377,105.45,105.45,0,5,5.55,8.97
8378,50,50,0,0,2,5.1
8379,480,480,0,0,20,150
8380,100,100,0,0,0,15
8381,500,500,0,5,30.2,43.05
8382,647.48,647.48,0,3,20.03,57.935
8383,271.7,271.7,0,5,14.3,20.12
8384,50,50,0,0,0,6.53
8385,59.42,59.42,0,5,3.13,4.4825
8386,129.98,129.98,0,4,5.42,12.184
8387,300.2,300.2,0,5,15.8,31
8388,300.08,300.08,0,0,0,40.88
8389,1700,1700,0,0,87.51,144.68
8390,469.3,469.3,0,5,24.7,40.9
8391,450,450,0,0,12.75,52.84
8392,30,30,0,0,0,6.93
8393,670,670,0,0,8,87.65
8394,2900,0,2900,0,0,263.65
8395,940,940,0,0,23,106.27
8396,104.5,104.5,0,5,5.5,8.5
8397,830,830,0,0,32,84
8398,101.31,101.31,0,5,5.33,8.588
8399,220,220,0,0,1,43.98
8400,28.23,28.23,0,5,3.27,0.93
8401,80.64,80.64,0,4,3.36,8.04
8402,280,280,0,0,4,38.15
8403,115,115,0,0,3,12.4
8404,188.1,188.1,0,5,9.9,16.3
8405,900,900,0,0,15,100.32
8406,250,250,0,0,4.2,30.1
8407,178.13,178.13,0,5,9.38,16.525
8408,120,120,0,0,4,14
8409,140,140,0,5,12.31,8.195
8410,798.48,798.48,0,5,42.03,67.375
8411,260,260,0,0,10,30.2
8412,299.44,299.44,0,5,15.76,26.74
8413,284.05,284.05,0,5,14.95,24.05
8414,165,165,0,0,7.5,15
8415,69.3,69.3,0,0,0,9
8416,201.88,201.88,0,5,10.63,17.625
8417,170,170,0,0,3.7,19.4
8418,1200,1200,0,0,50,122
8419,180,180,0,0,0,45
8420,600,600,0,0,15,34.2
8421,1380,1380,0,0,30.45,103.49
8422,30,30,0,0,0,14.5
8423,100,100,0,0,4,18.4
8424,456.93,456.93,0,5,24.05,39.621
8425,39.5,39.5,0,0,0,5.51
8426,200,200,0,0,4,22.7
8427,120,120,0,0,4,14
8428,150,150,0,0,5,10.5
8429,190,190,0,0,6.45,19.2
8430,523.45,523.45,0,5,27.55,42.85
8431,250,250,0,5,16,18.2
8432,598.9,0,598.9,0,0,72
8433,800,800,0,0,30,200
8434,270.44,270.44,0,2,5.52,30.9608
8435,180,180,0,0,0,45
8436,378.34,378.34,0,5,19.91,30.1675
8437,170,170,0,0,0,18
8438,119.5,119.5,0,0,4,12.18
8439,640.9,640.9,0,4,26.7,60.296
8440,130,130,0,0,0,19.5
8441,148.58,148.58,0,5,7.82,13.15
8442,1070,1070,0,0,30,85.5
8443,1560,1560,0,0,71,141.48
8444,480,480,-20,0,6.5,58
8445,48,48,0,0,0,6.81
8446,240,0,240,0,0,31.01
8447,180,180,0,0,0,45
8448,282.49,282.49,0,5,14.87,23.932
8449,332.88,220,112.88,0,0,77.64
8450,380,380,0,0,6.2,44
8451,900,900,0,0,30,51.75
8452,3230,3230,0,5,170,163.13
8453,779,779,0,5,41,65
8454,100,100,0,0,0,13
8455,940.5,940.5,0,5,49.5,87.5
8456,100,100,0,0,1.44,8.43
8457,200,200,0,0,0,18.55
8458,168,168,0,0,0,16
8459,120,120,0,0,5,12.3
8460,340,340,0,0,8.2,43
8461,30,30,0,0,0,4.25
8462,930.05,930.05,0,5,48.95,53.29
8463,280,280,0,0,3.5,33.52
8464,730,730,0,0,24,71
8465,969.86,969.86,0,5,51.05,93.855
8466,350,350,0,0,0,52.5
8467,40,40,0,0,2.4,3.2
8468,468.35,468.35,0,5,24.65,40.35
8469,3150,3150,0,3,100,166.92
8470,460.56,460.56,0,5,24.24,38.76
8471,180,180,0,0,2.2,23.76
8472,120,120,0,0,0,27.72
8473,60,60,0,0,0,13.86
8474,1546.98,1546.98,0,5,81.42,137.58
8475,360,360,0,0,10,28.16
8476,30,30,0,0,0,6.93
8477,129.14,129.14,0,4,5.38,13.6392
8478,1170,1170,0,0,28.3,128.5
8479,344.66,344.66,0,4,14.36,32.4492
8480,49.7,49.7,0,0,0,27.79
8481,1230,1230,0,0,42,69.12
8482,420,420,0,0,7.88,42.09
8483,180,180,0,0,4.65,19.45
8484,600,600,0,0,19.4,57.64
8485,1760,1760,0,3.5,68.58,168.9197
8486,294.98,294.98,0,5,15.53,25.995
8487,1270,1270,0,5,71,103.9
8488,100,100,0,0,0,10.71
8489,1700,1700,0,0,0,165
8490,247.29,247.29,0,5,13.02,17.625
8491,119.6,119.6,0,0,2.44,13.64
8492,240,240,0,0,5,27
8493,120,120,0,0,0,12
8494,303.05,303.05,0,5,15.95,25.35
8495,130,130,0,0,0,17
8496,20,20,0,0,0,4.4
8497,680,680,0,0,13,72.2
8498,100,100,0,0,2.4,20.63
8499,250,250,0,0,5,31.4
8500,1490.55,0,1490.55,5,78.45,123.4
8501,110,110,0,0,5,6.87
8502,58,58,0,0,0,4.81
8503,1588.83,1588.83,0,5,83.62,134.4275
8504,660,660,0,0,27.6,63.2
8505,430,430,0,5,24,35
8506,332.65,332.65,0,3,10.29,37.0918
8507,703.95,0,703.95,5,37.05,64.23
8508,57.5,57.5,0,0,0,7.5
8509,210,210,0,0,2.5,25.21
8510,98.32,98.32,0,0,0,13.76
8511,315,315,0,0,10,35
8512,14,14,0,0,0,1.94
8513,20,20,0,0,0,4.4
8514,150,150,0,0,5.4,14.8
8515,425.08,425.08,0,5,22.37,40.1775
8516,191.68,191.68,0,0,0,30.12
8517,460,460,0,0,10,63.8
8518,340,340,0,0,5,13.6
8519,358.72,358.72,0,5,18.88,31.92
8520,139.46,139.46,0,5,7.34,12.26
8521,770,770,0,0,35,52.2
8522,500,500,0,0,17.9,48.45
8523,230,230,0,0,7.5,25.25
8524,140,140,-975,0,5,15
8525,180,180,0,0,0,45
8526,652.81,652.81,0,3,20.19,67.81
8527,440,440,0,0,19.63,66.06
8528,1060,1060,0,0,42.5,67
8529,1080.59,1080.59,0,0,32,73.66
8530,460,460,0,0,10,40.14
8531,115,115,0,0,3.17,12.4
8532,188,188,0,0,0,17.69
8533,29,29,0,0,0,9.9
8534,600,600,0,0,21,60.8
8535,85.53,85.53,0,0,0,8.59
8536,374.21,0,374.21,5,19.7,31.905
8537,662.4,662.4,0,4,27.6,62.4
8538,89.68,89.68,0,0,0,12.68
8539,28.96,28.96,0,0,0,6.88
8540,2050,2050,0,0,165,356.06
8541,290,290,0,0,4,32.2
8542,210,210,0,0,4.8,25.2
8543,230.82,230.82,0,3,7.14,23.8212
8544,110,110,0,0,2,8.24
8545,59.9,59.9,0,0,2,6.1
8546,560,560,0,0,16.3,55.9
8547,560,560,0,0,23,50.95
8548,99.75,99.75,0,5,5.25,4.95
8549,280,280,0,0,0,33.6
8550,49.53,49.53,0,0,0,6.39
8551,160,160,0,0,0,16.71
8552,200,200,0,0,0.9,29
8553,1080,1080,0,0,40,70.95
8554,110,110,0,0,0,14.3
8555,149.55,149.55,0,2,3.05,16.828
8556,30,30,0,0,0,3
8557,199.65,199.65,0,0,0,28.59
8558,600,600,0,0,10,38.8
8559,90,90,0,0,4,9
8560,500,500,0,0,10,78.4
8561,120,120,0,0,5,15
8562,210,210,0,0,2,32
8563,29,29,0,0,0,9.9
8564,1950,1950,0,0,170,-9
8565,845.6,845.6,0,5,44.51,66.895
8566,760.95,600,160.95,5,40.05,63.95
8567,140,140,0,0,10.6,9
8568,10,10,0,0,0.26,1.04
8569,720,720,0,0,30,38.18
8570,920,920,0,0,29.2,99.65
8571,30,30,0,0,1.5,2.61
8572,500,500,0,0,18,51.17
8573,500,500,0,0,27,22.36
8574,50,50,0,0,0,6.5
8575,280,280,0,0,6,32.55
8576,45,45,0,0,0,5.9
8577,652,0,652,0,0,86.97
8578,629.95,629.95,0,5,33.16,54.995
8579,200,200,0,0,8.48,18.72
8580,330,330,0,0,7,37.9
8581,57.7,57.7,0,0,0,8.5
8582,100,100,0,0,2,11.5
8583,40,40,0,0,0,5.2
8584,40,40,0,0,2.2,3.76
8585,237.55,0,237.55,3,7.35,27.653
8586,37.95,37.95,0,0,0,5.19
8587,540,540,0,0,35,62.95
8588,130,130,0,0,0,15.57
8589,259.08,259.08,0,1,2.62,33.083
8590,27,27,0,0,0,2.4
8591,9.72,9.72,0,0,0,1.26
8592,320,320,0,0,9,35.69
8593,101.2,101.2,0,0,0,26.57
8594,831.42,831.42,0,5,43.76,71.161
8595,100,100,0,0,0,9
8596,70,70,0,0,0,15.45
8597,120,120,0,5,11.88,6.256
8598,230,230,0,0,6,22.6
8599,120,120,0,0,4.6,17.1
8600,45,45,0,0,0,5.94
8601,84,84,0,0,0,8
8602,30,30,0,0,0,4.25
8603,860,860,0,5,45.6,75.5
8604,410,410,0,0,5,29.05
8605,320,320,0,0,5,37.39
8606,39.94,39.94,0,4,1.66,4.636
8607,27,27,0,0,0,6.5
8608,327.98,327.98,0,5,17.26,30.978
8609,70,70,0,0,0,8.4
8610,170,170,0,0,1.6,21.5
8611,70,70,0,0,0,8
8612,440,440,0,0,20,43.05
8613,150,150,0,0,0,30
8614,98.88,98.88,0,0,0,12.9
8615,60,60,0,0,0,8
8616,70,70,0,0,0,10
8617,1315.28,1315.28,0,5,69.23,168.435
8618,114,114,0,5,6,6
8619,240,240,0,0,6,26.6
8620,1050,1050,0,0,50,93
8621,170,170,0,0,1.9,19.96
8622,375.14,375.14,0,5,19.74,32.836
8623,240,240,0,0,6.44,25.7
8624,290,290,0,0,6.2,36.86
8625,160,160,0,0,0,30
8626,346.75,346.75,0,4,14.45,33.152
8627,100,100,0,0,3,10.6
8628,1750,1750,0,0,0,171.52
8629,100,100,0,0,5,7.16
8630,1700,1700,0,0,0,165
8631,174,174,0,0,2,26.86
8632,100,100,0,0,1.4,11.6
8633,150,150,0,0,5.3,14.9
8634,1001.78,1001.78,0,5,52.73,60.905
8635,200,200,0,0,5,36.63
8636,390,390,0,5,22.6,32.3
8637,190,190,0,0,0.4,24.4
8638,50,50,0,0,0.82,5.78
8639,380,380,0,0,10,71.12
8640,270,270,0,0,8,29.8
8641,1100,1100,0,0,86.04,66.94
8642,40,40,0,0,2,2
8643,500,500,0,0,10.46,60.64
8644,50,50,0,0,3,4.25
8645,19.44,19.44,0,0,0,2.52
8646,590,590,0,0,10,110
8647,150,150,0,0,0,13.65
8648,419.68,419.68,0,3.5,15.22,256.0585
8649,1150,1150,0,0,57.4,120
8650,18,18,0,0,0,2.36
8651,51.4,51.4,0,0,0,28.24
8652,40,40,0,0,0,13.16
8653,120,120,0,5,10,7.93
8654,34.44,34.44,0,5,1.81,2.8875
8655,250,250,0,0,5,46.8
8656,626.23,626.23,0,3,19.37,67.232
8657,130,130,0,0,4.52,14.5
8658,200,200,0,0,10.6,16
8659,60,60,0,0,0,13.86
8660,140,140,0,0,5.8,13.2
8661,300,300,0,0,15,24.5
8662,40,40,0,0,0,5.2
8663,160,160,0,0,0,17.14
8664,379.93,379.93,0,4,15.83,36.2296
8665,1020,1020,0,0,51.8,82.07
8666,647.48,647.48,0,3,20.03,67.575
8667,47.2,47.2,0,0,0,5.72
8668,140,140,0,0,5,15
8669,1030,1030,0,5,54.98,86.171
8670,198.144,198.144,0,4,8.256,17.944
8671,310.3,310.3,0,0,5,36.2
8672,460,460,0,5,25.6,45.6
8673,598.5,598.5,0,5,31.5,48.03
8674,570,570,0,5,31.71,44.375
8675,630,630,0,0,10.35,75.85
8676,45,45,0,0,0,6.09
8677,20,20,0,0,0,6.4
8678,12,12,0,0,0.74,0.88
8679,51.4,51.4,0,0,0,28.24
8680,20.4,20.4,0,0,0,3.2
8681,15,15,0,0,1.44,-0.12
8682,995.41,995.41,0,5,52.39,92.71
8683,100,100,0,0,0,13.04
8684,500,500,0,0,0,102.01
8685,170,170,0,0,0,18.2
8686,320,320,0,0,5,60
8687,500.62,500.62,0,3,15.48,56.667
8688,465.41,465.41,0,4,19.39,41.008
8689,50,50,0,0,2.5,5.1
8690,1410,1410,0,5,74.75,135.8525
8691,280,280,0,0,5,37.75
8692,380,380,0,0,10,40.7
8693,1364.68,1364.68,0,5,71.83,119.815
8694,95,95,0,0,0.55,11.98
8695,560,560,0,0,20.8,60.2
8696,1316.92,0,1316.92,6,84.06,97.0012
8697,311.04,311.04,0,4,12.96,31.74
8698,330,330,0,5,19.2,28.35
8699,475,475,0,5,25,40.03
8700,1567.0974,1567.0974,0,6.5,108.9426,111.7974
8701,299.25,299.25,0,5,15.75,25.55
8702,360,360,0,0,10.5,37.82
8703,60,60,0,0,0,13.86
8704,160.2,160.2,0,3,4.95,16.9955
8705,180,180,0,0,0,26.2
8706,160,160,0,0,0,26.86
8707,164.9,0,164.9,3,5.1,13.1
8708,210,210,0,0,2.4,22.8
8709,445,445,0,0,0,60.22
8710,860,860,0,0,25,62.7
8711,917.223,917.223,0,5,30.117,58.703
8712,1300,1300,0,0,20,178
8713,220,220,0,0,3.66,25.14
8714,400,400,0,0,8,59.05
8715,630,630,0,0,20,25.5
8716,400,400,0,0,40,14.04
8717,340,140,200,0,0,44.35
8718,320,320,0,0,14.7,28.92
8719,150,150,0,0,8.6,11.2
8720,560,560,0,5,32.16,44.202
8721,30,30,0,0,0,3
8722,870,870,0,0,2.7,111.76
8723,20,20,0,0,0,4.4
8724,100,100,0,0,1.1,12.9
8725,210,210,0,0,20,39.71
8726,45,45,0,0,0,14.175
8727,10,10,0,0,0.2,2.18
8728,20,20,0,0,0,3.2
8729,70,70,0,0,0.8,10.24
8730,380,380,0,0,7.23,43.67
8731,85,85,0,0,0,10
8732,390,0,390,0,0,36.36
8733,69.2,69.2,0,0,0,11.725
8734,100,100,0,0,4,10.2
8735,40,40,0,0,2,8.5
8736,40,40,0,0,1.7,4.1
8737,100,100,0,0,5,8.6
8738,50,50,0,0,5.1,2.07
8739,40,40,0,0,0,5
8740,350,350,0,0,4,42.6
8741,700,700,0,0,100,70
8742,570,0,570,0,20,23.7
8743,19.18,19.18,0,0,0,1.54
8744,432.25,432.25,0,5,22.75,37.85
8745,10,10,0,0,0,2.6
8746,863.97,863.97,0,7,65.03,55.77
8747,100,100,0,0,4,9
8748,560,560,0,0,25,66
8749,40,40,0,0,0,4.83
8750,40,40,0,0,0,4.83
8751,92.5,92.5,0,0,0,24.67
8752,89.05,89.05,0,0,0,10.55
8753,20.3,20.3,0,0,0,6.93
8754,100,100,0,0,0,13.7
8755,1261.2,0,1261.2,0,0,165.3
8756,115,115,0,0,5.75,9.08
8757,451.2,451.2,0,4,18.8,42.2
8758,3427.01,0,3427.01,3,105.99,300.12
8759,122.74,122.74,0,5,6.46,12.14
8760,79.85,79.85,0,3,2.47,8.2604
8761,95,95,0,0,3,10
8762,190,190,0,0,5,21.7
8763,50,50,0,0,2.88,5.56
8764,400,400,0,0,10,14.78
8765,450,450,0,0,10,87.5
8766,997.59,997.59,0,4.5,47.01,100.403
8767,198,198,0,0,0,27.3
8768,1543.75,1543.75,0,5,81.25,130.01
8769,1080,1080,0,0,40,61.85
8770,41.85,41.85,0,0,0,5.72
8771,350.72,350.72,0,0,10,71.5
8772,140,140,0,0,0,18
8773,300,300,0,0,16,26.7
8774,33.839,33.839,0,5,1.781,1.079
8775,100,100,0,0,0,20
8776,130,130,0,0,8.2,11.2
8777,100,100,0,0,0,15
8778,160,160,0,0,0,22
8779,40,40,0,0,0,7.2
8780,1500,1500,0,0,35.1,169.53
8781,199.3,199.3,0,0,4,22.5
8782,104.14,104.14,0,5,5.48,8.589
8783,120.08,120.08,0,5,6.32,10.16
8784,700,700,0,0,5.8,83.4
8785,200,200,0,0,2,25
8786,239.56,239.56,0,3.5,8.69,25.46125
8787,950.6,950.6,0,2,19.4,77.6
8788,130,130,0,0,4,13.83
8789,80,80,0,0,0,16.28
8790,300,300,0,0,11.7,28.95
8791,129,129,0,0,0,19.35
8792,471,471,0,4,19.62,42.8352
8793,200,200,0,0,4,22.7
8794,308.75,308.75,0,5,16.25,25.75
8795,339.5,339.5,0,4,14.15,33.604
8796,190,190,0,0,3.5,85.5
8797,98.58,98.58,0,0,0,12.86
8798,760.48,760.48,0,3,23.52,99.62
8799,70,70,0,0,0,7
8800,879.7,879.7,0,5,46.3,67.2
8801,1187.5,1187.5,0,5,62.5,100.5
8802,1382.25,1382.25,0,5,72.75,123.75
8803,180,180,0,0,0,26.2
8804,220,220,0,0,5,28.75
8805,550,550,0,0,16,62
8806,350,350,0,0,7,37
8807,30,30,0,0,0,6.93
8808,20,20,0,0,5,-0.48
8809,385.02,385.02,0,7,28.98,25.02
8810,2645,0,2645,0,0,355.5
8811,100,100,0,0,1.5,11.66
8812,139.65,139.65,0,2,2.85,12.45
8813,537.67,537.67,0,3,16.63,57.791
8814,230,230,0,0,4.1,25.55
8815,200,200,0,0,9.07,18.71
8816,456,456,0,5,24,38.7
8817,100,100,0,0,0,10.75
8818,439.2,439.2,0,4,18.3,41.1
8819,140,140,0,0,0,21
8820,40,40,0,0,0,6
8821,190,190,0,0,0,28
8822,190,190,0,0,0,31.54
8823,110,110,0,0,0,15
8824,819.38,819.38,0,5,43.13,69.675
8825,130,130,0,0,0,14.5
8826,480,480,0,0,15.78,48.9
8827,2018.75,2018.75,0,5,106.25,174.24
8828,40,40,0,0,5,1.2
8829,1247.35,0,1247.35,5,65.65,103.35
8830,409.86,0,409.86,5,21.57,34.6985
8831,40,40,0,0,0,6.91
8832,30,30,0,0,1.57,2.5
8833,530,530,0,0,16.15,55.1
8834,190,190,0,0,1.7,27.1
8835,20,20,0,0,0,5.8
8836,1080,1080,0,0,40,61.85
8837,440,440,0,0,10,13.45
8838,30,30,0,0,0,9.45
8839,80,80,0,0,3,8.8
8840,180,180,0,0,3.4,21.4
8841,230.4,230.4,0,4,9.6,21.48
8842,147.34,147.34,0,3,4.56,14.483
8843,460,460,0,0,16.8,48.52
8844,320,320,0,0,5,37.39
8845,286.79,286.79,0,5,15.09,26.546
8846,51.9,51.9,0,0,0,28.4
8847,1088.92,1088.92,0,3,33.68,144.252
8848,280,280,0,5,15,25
8849,19,19,0,0,0,2.42
8850,250,250,0,0,11.5,10.75
8851,160,160,0,0,1.6,19.4
8852,58,58,0,0,0,7.56
8853,190,190,0,0,4.5,19.4
8854,600,600,0,0,15,34.2
8855,340,340,0,0,8.4,40.4
8856,1799.72,0,1799.72,5,94.72,161.358
8857,324.88,324.88,0,5,17.1,27.841
8858,140,140,0,0,5,16.8
8859,710,710,0,0,31,66
8860,179.32,179.32,0,0,0,23.48
8861,250,250,0,0,4.5,36.65
8862,101.65,101.65,0,5,5.35,8.45
8863,115,115,0,0,3.7,10.9
8864,120,120,0,0,0,15.6
8865,65,65,0,0,3,6
8866,215,215,0,5,13.65,16.2975
8867,1602.52,1602.52,0,5,84.34,144.497
8868,3093.68,3093.68,0,5,162.83,258.225
8869,110.24,110.24,-0.262,5,5.8,9.558
8870,345,0,345,0,0,42.53
8871,340,340,0,0,13.1,31.91
8872,100,100,0,0,0,9
8873,1020,1020,0,0,21.2,102.4
8874,220,220,0,0,2,25.6
8875,60,60,0,0,0,13.86
8876,130,130,0,0,3,14.25
8877,65,65,0,0,0,15
8878,150,150,0,0,3.45,16.35
8879,520,520,0,0,32.6,43.2
8880,460,460,0,0,25,40.5
8881,830,830,0,0,25,99.29
8882,200,200,0,0,20,7.02
8883,500,500,0,5,29,45.8
8884,65.55,65.55,0,5,3.45,5.55
8885,350,350,0,5,20.95,32.3025
8886,1400,1400,0,0,60,84.5
8887,210,210,0,0,5,18.04
8888,860,860,0,0,40,100
8889,230,230,0,0,9,21
8890,100,100,0,0,0,10
8891,170.5,170.5,0,0,5,36.82
8892,110,110,0,0,5.5,9.5
8893,240,240,0,0,0,35
8894,1629.6,1629.6,0,3,50.4,94.9
8895,400,400,0,0,0,70
8896,1532.02,0,1532.02,5,80.6325,123.3675
8897,400,400,0,0,33,24.84
8898,1014.68,1014.68,0,5,53.4,86.086
8899,590,590,0,0,35,52.5
8900,670,670,0,0,30,61.38
8901,150,150,0,0,6.5,13.9
8902,810,810,0,0,17.81,89.46
8903,340,340,0,0,11,38
8904,100,100,0,0,3.5,11.5
8905,830,830,0,0,27.8,55.6
8906,77.7,77.7,0,0,0,10.5
8907,349.6,349.6,0,5,18.4,29.6
8908,60,60,0,0,4,5.32
8909,1550,1550,0,0,60.6,105.25
8910,130,130,0,0,1.3,16
8911,54,54,0,0,0,7.02
8912,265,265,0,0,10,31.25
8913,60,60,0,0,2.4,5.88
8914,266,266,0,5,14,24
8915,65,65,0,0,3.2,5.5
8916,118.7,0,118.7,0,0,14.6
8917,400,400,0,0,16.3,40.35
8918,690.94,690.94,0,5,36.37,58.415
8919,300,300,0,0,13.86,27.46
8920,652.65,652.65,0,5,34.35,59.2
8921,189.53,189.53,0,5,9.98,16.97
8922,558.61,558.61,0,5,29.4,49.1095
8923,60,60,0,0,0.21,7.62
8924,198.59,198.59,0,5,10.45,18.828
8925,20,20,0,0,0.55,1.1
8926,110,110,0,0,2.38,13.85
8927,380,380,0,0,10,52
8928,290,290,0,0,7,30
8929,310,310,0,0,7.5,58.4
8930,200,200,0,0,10,25
8931,42.5,42.5,0,0,0,5.56
8932,179.55,179.55,0,5,9.45,16.59
8933,65,65,0,0,3,5.86
8934,570,570,0,0,20,23.7
8935,122.55,122.55,0,5,6.45,12.9
8936,49.76,49.76,0,5,2.62,4.281
8937,50,50,0,0,2.5,4.4
8938,190,190,0,0,0.24,24.58
8939,430,430,0,0,14.2,48.4
8940,1030,1030,0,5,54.51,87.095
8941,460,460,0,0,13.4,47
8942,120,120,0,0,0,17.5
8943,50,50,0,0,0,8
8944,100,100,0,0,0,10.5
8945,726.75,726.75,0,5,38.25,116.75
8946,515.38,515.38,0,5,27.13,43.635
8947,94.05,94.05,0,1,0.95,68.3
8948,100.32,100.32,0,5,5.28,7.92
8949,150,150,0,0,0,13.64
8950,187.64,187.64,0,5,9.88,16.104
8951,20,20,0,0,0.4,4.36
8952,660,660,0,0,24,94.07
8953,18,18,0,0,0,2.36
8954,409.53,409.53,0,3,12.67,41.994
8955,45,45,0,0,0,5.94
8956,111.25,111.25,0,5,5.86,8.545
8957,397.98,397.98,0,4,16.58,36.6676
8958,160,160,0,0,0,30
8959,3.5,3.5,0,0,0,0.46
8960,78.79,78.79,0,0,0,10.22
8961,540,540,0,0,19,54.95
8962,950,950,0,0,25,101.75
8963,250,250,0,0,10,20.92
8964,260,260,0,0,3.96,34.74
8965,320,320,0,0,16.25,28.35
8966,68,68,0,0,0,9
8967,180,180,0,0,10,14.6
8968,665,665,0,3.5,25,60.06
8969,170,170,0,5,9.2,14.15
8970,190,190,0,0,20,1.59
8971,304.95,304.95,0,5,16.05,25.85
8972,160,160,0,5,14.2,10.2
8973,18,18,0,0,0,2.6
8974,34,34,0,0,0,4.5
8975,49.94,49.94,0,0,0,5.84
8976,340,340,0,0,5,37.53
8977,260,260,0,0,10.6,25.3
8978,120,120,0,0,0,15.6
8979,456.67,456.67,0,5,24.04,39.295
8980,60,60,0,0,0,6
8981,210,210,0,0,0,45
8982,855,855,0,5,45,180
8983,391.9,391.9,0,0,0,72.74
8984,50,50,0,0,0,6.53
8985,1623.84,1623.84,0,5,85.47,167.835
8986,18,18,0,0,0,2.34
8987,20,20,0,0,0,2.8
8988,160,160,0,0,2,20.9
8989,370,370,0,0,5,55
8990,140,140,0,0,5,16.8
8991,512.81,512.81,0,5,26.99,43.31
8992,30,30,0,0,0,4.25
8993,662.15,662.15,0,5,34.85,54.15
8994,1358.03,0,1358.03,5,71.48,115.225
8995,29.9,29.9,0,0,0,8.9
8996,95,95,0,0,0,10.03
8997,98.8,98.8,0,5,5.2,8.6
8998,600,600,0,0,15,34.2
8999,170,170,0,0,0,21.53
9000,600,600,0,0,10,38.8
9001,20,20,0,0,0,6.4
9002,77,77,0,0,0,10.2
9003,362.928,362.928,0,4,15.122,36.278
9004,558,558,0,0,0,71.64
9005,420,420,0,0,10.25,50.55
9006,580,0,580,0,6.7,69.85
9007,320,320,0,0,5,37
9008,150,150,0,0,0,14.99
9009,600,600,0,0,15,34.2
9010,950,0,950,0,0,57.3
9011,199.5,199.5,0,5,10.5,16.5
9012,95,95,0,0,0,11.07
9013,180,180,0,0,3,21
9014,530,530,0,0,15,54.56
9015,130,130,0,0,0,57.5
9016,579.5,579.5,0,5,30.5,61
9017,185,185,0,0,0,29.36
9018,279.65,279.65,0,4,11.65,27.648
9019,100,100,0,0,0.76,9.52
9020,1421.05,1421.05,0,3,43.95,54.9
9021,1550,1550,0,3.5,76.8,116.55
9022,501.92,501.92,0,5,26.42,44.503
9023,290,290,0,0,10,29.3
9024,1267.21,1267.21,0,6.5,88.09,91.8555
9025,110,110,0,5,7.11,7.295
9026,100,100,0,0,0,15
9027,600,600,0,0,10,38.8
9028,460,460,0,0,18,42
9029,340,340,0,0,13.29,36.13
9030,270,270,0,0,0,97.5
9031,120,120,0,0,4,11
9032,130,130,0,0,3.3,24.98
9033,170,170,0,0,0,18.2
9034,330,0,330,0,0,40.53
9035,360,360,0,0,17.5,52.7
9036,150,150,0,0,0,23.1
9037,897.75,897.75,0,5,47.25,135.45
9038,200,200,0,0,0,26
9039,230,230,0,0,0,29
9040,50,50,0,5,5.4,2.42
9041,390,390,0,0,5,36.5
9042,140,140,0,0,0,18
9043,150,150,0,0,0,15
9044,45,45,0,0,0,5.85
9045,200.25,200.25,0,5,10.54,17.2005
9046,1080,1080,0,0,40,61.85
9047,150,150,0,0,5,19.25
9048,500,500,0,0,11.56,55.16
9049,320,320,0,0,5,37.39
9050,830,830,0,0,27.2,47.3
9051,139.25,139.25,0,0,0,18.6
9052,730,730,0,0,20.2,78
9053,80,80,0,0,4,7.64
9054,160,160,0,0,13.68,10.64
9055,60,60,0,0,0.25,8.25
9056,29,29,0,0,0,9.9
9057,749.36,0,749.36,0,0,97.12
9058,1090,1090,0,0,30,121
9059,620,620,0,3,20,63
9060,50,50,0,0,0,5
9061,120,120,0,0,2.5,12.73
9062,1540,1540,0,5,81.51,141.395
